name,region,variety,rating,notes
Adobe Road Chardonnay Kiser Ranch 2016,"Carneros, California",White Wine,92,"Ripe apple and pear explode on the nose! The creamy texture is framed by a juicy acidity and lingering finish of baking spices. This is a rich, fruit-driven Chardonnay that showcases an amazing site within the Carneros region of Sonoma!"
Adobe Road Sangiacomo Vineyard Chardonnay 2017,"Carneros, California",White Wine,92,"This Chardonnay gives fresh aromas of lemon cream pie and tropical fruits with golden toasted bread. On the palate, vivid ripe pear, fuji apple, and tropical fruits play center stage, supported by butterscotch and delicious details of creme brulee all wrapped in smooth mouthfeel. Baking spice and clove notes are accentuated on the long finish."
Adobe Road Sangiacomo Vineyard Pinot Noir 2017,"Petaluma Gap, Sonoma Coast, Sonoma County, California",Red Wine,90,"Aromatically, crushed ripe raspberry and dark cherry dominate. Red fruit, vanilla and spice flavors gain momentum on the palate, lifted by juicy acidity and supported by supple tannins. The broad, creamy mouthfeel lingers, echoing the core flavors."
Adobe Road Sonoma Mountain Pinot Noir 2016,"Sonoma Mountain, Sonoma Valley, Sonoma County, California",Red Wine,92,"Sonoma Mountain AVA is uniquely situated to grow fantastic Pinot Noir, being on the hillside less than one mile away from the Petaluma Gap. The elevation, slope, and wind influence all work together to form intense, complex flavors in the grape. From there, gentle handling and patience help uncover the wine¡¯s potential."
Adobe Road Sparkling Rose 2018,"Sonoma County, California",Sparkling & Champagne,92,"This bubbly blend focuses on Zinfandel, Grenache, and Syrah. Bubbles enhance the creamy strawberry mouthfeel and accentuate the red fruit-driven aromas. This is a wine to savor, to BBQ with, to drink on any day that needs a little extra sparkle!"
Adorada Rose 2017,California,Pink and Ros?,89,"Flavors of Spice, Ginger, Red Rose, Honeycomb and White Pepper."
Adriano Marco e Vittorio Basarin Barbaresco 2012,"Barbaresco, Piedmont, Italy",Red Wine,92,"Deep garnet red, with traces of orange that become more evident over the years. On the nose, this wine has a fresh fruit fragrance in the first months which evolves to spices with vanilla scent, violet and wild rose with age. Dry flavor of gentle robustness which reveals consistency and extraordinary aristocracy.  "
Adriano Marco e Vittorio Basarin Barbaresco 2013,"Barbaresco, Piedmont, Italy",Red Wine,90,"Garnet red, with traces of orange that become more evident over the years. Fresh fruit fragrance in the first months which evolves during its evolution, from the universe of spices with vanilla scent, violet and wild rose. Dry flavor of gentle robustness which reveals consistency and extraordinary aristocracy."
Adriano Marco e Vittorio Basarin Barbaresco 2014,"Barbaresco, Piedmont, Italy",Red Wine,94,"Deep garnet red, with traces of orange that become more evident over the years. On the nose, this wine has a fresh fruit fragrance in the first months which evolves to spices with vanilla scent, violet and wild rose with age. Dry flavor of gentle robustness which reveals consistency and extraordinary aristocracy.  "
Adriano Marco e Vittorio Basarin Barbaresco 2015,"Barbaresco, Piedmont, Italy",Red Wine,93,"Deep garnet red in color, this wine offers fresh fruit aromas on the nose, complimented by hints of spices, vanilla, violet and wild rose. On the palate, it is dry and simultaneously gentle and robust. "
Adriano Marco e Vittorio Sanadaive Barbaresco 2013,"Barbaresco, Piedmont, Italy",Red Wine,94,"Garnet red, with traces of orange. Rose, violet, and dried flowers on the nose. Plenty of body taste, delicate, and a long balanced finish. "
Adriano Marco e Vittorio Sanadaive Barbaresco 2016,"Barbaresco, Piedmont, Italy",Red Wine,92,"Garnet red reflections with orange stripes. Scents of rose and violet and withered flowers. Full and delicate, pleasantly harmonious and balanced tannins.  "
AERENA by Blackbird Vineyards Cabernet Sauvignon 2017,"Red Hills, Lake County, North Coast, California",Red Wine,91,The Cabernet is uplifting with fruit and floral components coming together in perfect balance. Soft and supple tannins offer great approachability but this vintage is not afraid to show its true cabernet core.
AERENA by Blackbird Vineyards Cabernet Sauvignon 2016,"Red Hills, Lake County, North Coast, California",Red Wine,90,"Not afraid to show its true cabernet core, the 2016 ¨¡RENA Cabernet is uplifting with fruit and floral components coming together in per fect balance. Soft and supple tannins of fer great approachability."
AERENA by Blackbird Vineyards Chardonnay 2018,"Sonoma County, California",White Wine,91,"The 2018 vintage is comprised of vineyards that span two appellations: Sonoma Mountain and Russian River Valley. The Sonoma Mountain vineyard is protected from the heat of the day, lending cool-climate qualities to the blend: minerality, acidity, and structure alongside citrus fruit and flowers. The Russian River Valley vineyard is everything that you expect, contributing exotic fruit, richness, and complexity."
AERENA by Blackbird Vineyards Chardonnay 2017,"Sonoma County, California",White Wine,91,"Crafted from two vineyards, one on Sonoma Mountain and one in the Russian River Valley, ¨¡RENA Chardonnay offers aromas and flavors of peach, lemon, cantaloupe, toasted almonds, and wet rock. Conversations in Yellow displays tightly woven density and ample richness with bright, refreshing acidity. It finishes long with lingering ripe pear, citrus and toffee flavors."
AERENA by Blackbird Vineyards Chardonnay 2019,"North Coast, California",White Wine,90,"Aromas of pear, peach, caraway, toasted almonds, wet rock, fennel, lime, honey. Great aromatic purity, highlighting the freshness of the Chardonnay grape. The attack is rich and viscous with peach, lemon, pear, orange, and toast with a wonderful balance. The wine finishes with honey, toasted almonds, and pear and enough intensity to work very well with food. "
AERENA by Blackbird Vineyards Rose 2018,"San Francisco Bay, Central Coast, California",Pink and Ros?,92,"This is a youthful pale pink Vin Gris. Lively aromas of strawberry, pear and tangerine on the nose. Spectacular citrus and stone fruit expressions bring a soft attack, turning to zest, on the mid palate. A point of bitterness on the back of the palate pushes through to the finish of cola, cherry and lemon. "
Aftermath Cabernet Sauvignon 2014,"Napa Valley, California",Red Wine,92,"As might be expected in a hot, dry year, the 2014 Aftermath Cabernet Sauvignon displays ripe fruit, with aromas of black cherry, plum and a hint of raspberry. On the mouth there is a hint of chocolate in addition to the fruit. Consistent with previous vintages, the finish is very long and lingering. The wine is medium to full bodied. The grapes were vinified in French oak for 17 months, with 50% being new. The blend which is in the bottles represents the best 40% of the barrel samples, and consists of 65% new French oak."
Agapanthus Shiraz 2013,"Barossa Valley, Barossa, South Australia, Australia",Red Wine,90,"A modern take on Barossa Shiraz. Layers of currant and dark plum fruit dance together with black cherry and violet aromas. Features great presence and ample density without excess weight, as the finish sails on undisturbed by the tannins. "
Agharta Black Label Red 2004,"North Coast, California",Red Wine,98,"Evolved aromas of roasted earth, dried leather and meat jus immediately emerge from the surface of this opaque liquid. Eventually fruit aromas respond to your coaxing and tiny currants, the ripest blackberries and the densest of blue fruits fill out the darker more evolved aromas of leather and tar. The wine is thick and immediately mouth coating with a very richly textured and immensely concentrated sensation of fruit and spice. The secondary aromas of delicate white flowers, black summer truffles and dark roasted coffee highlight the fruit as the wine unfolds in your mouth. This wine isn¡¯t noticeably oaky or excruciatingly tannic or seemingly sweet, it is just all kind of 'there' composed and finely knit together in a very decadent glass of wine. "
Agharta Farella Cabernet Sauvignon 2013,"Carneros, California",Red Wine,92,"Black fruited to the core, this cool-climate vineyard site growssome of the most expressive Cabernet Sauvignon in the NapaValley. Concentrated and intense, this old-school styled wine is allabout the soil and the fruit. Long and extremely soft fruited this isa decadent glass of wine that is not dominated by excessivealcohol or new oak, both of which are kept in check here.Chocolate and tar frame the gorgeous fruit and confirm thedecadence of this one."
Agharta Mountain Terraces Cabernet Sauvignon 2010,"Sonoma County, California",Red Wine,90,"Dense, lush and concentrated aromas and flavors of mountain fruit, spice, tiny berries and forest floor. Concentrated and full with the firm flavors of mountain grown Cabernet, this wine is clearly more about the purity of this exceptional site, rather than being a flashy extract and oak bomb. Ready to drink now, the supple mountain tannins will hold up to the most decadent piece of red meat and preserve the freshness of this wine for years to come in your cellar, if you can keep your hands off a few to lay down."
Agharta Syrah (1.5 Liter Magnum) 2004,"North Coast, California",Red Wine,98,"Evolved aromas of roasted earth, dried leather and meat jus immediately emerge from the surface of this opaque liquid. Eventually fruit aromas respond to your coaxing and tiny currants, the ripest blackberries and the densest of blue fruits fill out the darker more evolved aromas of leather and tar. The wine is thick and immediately mouth coating with a very richly textured and immensely concentrated sensation of fruit and spice. The secondary aromas of delicate white flowers, black summer truffles and dark roasted coffee highlight the fruit as the wine unfolds in your mouth.  This wine isn't noticeably oaky or excruciatingly tannic or seemingly sweet, it is just all kind of 'there' composed and finely knit together in a very decadent glass of wine."
